CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,DEPARTAMENTO_ORIGEN,ESTABLECIMIENTO_ORIG,DIRECCION_ORIG,TELEFONO_ORIG,TELEFONO_VALIDO,ZONA,DIRECCION_STD,DIR_AVENIDA,DIR_CALLE,DIR_KM,DIR_NUMERO,__KEY_MERGE_CAP__,DUP_CAPITAL_MERGE,DUP_CAPITAL_CODIGOS_DISTINTOS
12 - 15 - 3447 - 46,12 - 133,SAN MARCOS,MALACATAN,CENTRO DE ESTUDIOS POR MADUREZ CEEM,CABECERA MUNICIPAL,77601164,ROLANDO RENE FUENTES MIRANDA,MAGNOLIA ROSALETT CIFUENTES BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS,SanMarcos,CENTRO DE ESTUDIOS POR MADUREZ CEEM,CABECERA MUNICIPAL,77601164,True,,CABECERA MUNICIPAL,,,,,CENTRO DE ESTUDIOS POR MADUREZ CEEM|CABECERA MUNICIPAL|MALACATAN|SAN MARCOS|DOBLE|FIN DE SEMANA|77601164,False,False
12 - 15 - 4163 - 46,12 - 133,SAN MARCOS,MALACATAN,INSTITUTO PRIVADO MIXTO MALACATECO,5A. AVENIDA 6 - 185 ZONA 2,77770748,ROLANDO RENE FUENTES MIRANDA,WILLY FRANCISCO CASTILLO WUNDRAM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,"INSTITUTO PRIVADO MIXTO ""MALACATECO""",5A. AVENIDA 6 - 185 ZONA 2,77770748,True,2,"AVENIDA 6, 5A. - 185",6,,,,"INSTITUTO PRIVADO MIXTO MALACATECO|AVENIDA 6, 5A. - 185|MALACATAN|SAN MARCOS|MATUTINA|DIARIO (REGULAR)|77770748",False,False
12 - 16 - 0026 - 46,12 - 116,SAN MARCOS,CATARINA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,2A. AV. 2 - 26 ZONA 1,54527327,JOSEFA ALBINA CIFUENTES CARRETO DE MONTIEL,NERLY OVANY DE LEÓN REQUENA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,2A. AV. 2 - 26 ZONA 1,54527327,True,1,2A. AVENIDA . 2 - 26,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|2A. AVENIDA . 2 - 26|CATARINA|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|54527327,False,False
12 - 16 - 0027 - 46,12 - 037,SAN MARCOS,CATARINA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA EL SITIO,42184410,CESAR AUGUSTO AMBROCIO GUTIERREZ,VICMAN ALFREDO GUZMÁN BARRIOS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA EL SITIO,42184410,True,,ALDEA EL SITIO,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|ALDEA EL SITIO|CATARINA|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|42184410,False,False
12 - 16 - 0031 - 46,12 - 037,SAN MARCOS,CATARINA,INSTITUTO TECNOLOGICO CATARINA,CATARINA,77227369,CESAR AUGUSTO AMBROCIO GUTIERREZ,HERMAN ALEJANDRO BARRIOS MALDONADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),SAN MARCOS,SanMarcos,"INSTITUTO TECNOLOGICO ""CATARINA""",CATARINA,77227369,True,,CATARINA,,,,,INSTITUTO TECNOLOGICO CATARINA|CATARINA|CATARINA|SAN MARCOS|DOBLE|DIARIO (REGULAR)|77227369,False,False
12 - 16 - 0043 - 46,12 - 037,SAN MARCOS,CATARINA,COLEGIO CRISTIANO MIXTO BETHEL,ALDEA EL TECOMATE,53409424,CESAR AUGUSTO AMBROCIO GUTIERREZ,IRIDA ELIZET BAUTISTA OROZCO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,COLEGIO CRISTIANO MIXTO BETHEL,ALDEA EL TECOMATE,53409424,True,,ALDEA EL TECOMATE,,,,,COLEGIO CRISTIANO MIXTO BETHEL|ALDEA EL TECOMATE|CATARINA|SAN MARCOS|MATUTINA|DIARIO (REGULAR)|53409424,False,False
12 - 16 - 0044 - 46,12 - 037,SAN MARCOS,CATARINA,COLEGIO CRISTIANO MIXTO BETHEL,ALDEA EL TECOMATE,53409424,CESAR AUGUSTO AMBROCIO GUTIERREZ,IRIDA ELIZET BAUTISTA OROZCO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,COLEGIO CRISTIANO MIXTO BETHEL,ALDEA EL TECOMATE,53409424,True,,ALDEA EL TECOMATE,,,,,COLEGIO CRISTIANO MIXTO BETHEL|ALDEA EL TECOMATE|CATARINA|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|53409424,False,False
12 - 16 - 0045 - 46,12 - 037,SAN MARCOS,CATARINA,COLEGIO CRISTIANO MIXTO BETHEL,ALDEA EL TECOMATE,53409424,CESAR AUGUSTO AMBROCIO GUTIERREZ,IRIDA ELIZET BAUTISTA OROZCO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),SAN MARCOS,SanMarcos,COLEGIO CRISTIANO MIXTO BETHEL,ALDEA EL TECOMATE,53409424,True,,ALDEA EL TECOMATE,,,,,COLEGIO CRISTIANO MIXTO BETHEL|ALDEA EL TECOMATE|CATARINA|SAN MARCOS|DOBLE|DIARIO (REGULAR)|53409424,False,False
12 - 16 - 0047 - 46,12 - 116,SAN MARCOS,CATARINA,COLEGIO CRISTIANO SHEKINA,"FINAL DE LA 9A CALLE, ZONA 1",77227704,JOSEFA ALBINA CIFUENTES CARRETO DE MONTIEL,MARTA FLORENCIA MUÑOZ DE RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),SAN MARCOS,SanMarcos,"COLEGIO CRISTIANO ""SHEKINA""","FINAL DE LA 9A CALLE, ZONA 1",77227704,True,1,"CALLE 9A, FINAL DE LA 9A CALLE",,9A,,,"COLEGIO CRISTIANO SHEKINA|CALLE 9A, FINAL DE LA 9A CALLE|CATARINA|SAN MARCOS|SIN JORNADA|SEMIPRESENCIAL (UN DIA A LA SEMANA)|77227704",False,False
12 - 16 - 0049 - 46,12 - 037,SAN MARCOS,CATARINA,COLEGIO CRISTIANO MIXTO BETHEL,ALDEA EL TECOMATE,53409424,CESAR AUGUSTO AMBROCIO GUTIERREZ,IRIDA ELIZET BAUTISTA OROZCO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),SAN MARCOS,SanMarcos,COLEGIO CRISTIANO MIXTO BETHEL,ALDEA EL TECOMATE,53409424,True,,ALDEA EL TECOMATE,,,,,COLEGIO CRISTIANO MIXTO BETHEL|ALDEA EL TECOMATE|CATARINA|SAN MARCOS|SIN JORNADA|SEMIPRESENCIAL (UN DIA A LA SEMANA)|53409424,False,False
12 - 16 - 0053 - 46,12 - 037,SAN MARCOS,CATARINA,LICEO EXPERIMENTAL,9 CALLE 3 - 184 ZONA 1,58749742,CESAR AUGUSTO AMBROCIO GUTIERREZ,ROMARIO CRUZ ARCHILA HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS,SanMarcos,LICEO EXPERIMENTAL,9 CALLE 3 - 184 ZONA 1,58749742,True,1,"CALLE 3, 9 - 184",,3,,,"LICEO EXPERIMENTAL|CALLE 3, 9 - 184|CATARINA|SAN MARCOS|DOBLE|FIN DE SEMANA|58749742",False,False
12 - 16 - 0056 - 46,12 - 037,SAN MARCOS,CATARINA,LICEO EXPERIMENTAL,9 CALLE 3 - 184 ZONA 1,58749742,CESAR AUGUSTO AMBROCIO GUTIERREZ,ROMARIO CRUZ ARCHILA HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),SAN MARCOS,SanMarcos,LICEO EXPERIMENTAL,9 CALLE 3 - 184 ZONA 1,58749742,True,1,"CALLE 3, 9 - 184",,3,,,"LICEO EXPERIMENTAL|CALLE 3, 9 - 184|CATARINA|SAN MARCOS|SIN JORNADA|SEMIPRESENCIAL (UN DIA A LA SEMANA)|58749742",False,False
12 - 16 - 4152 - 46,12 - 037,SAN MARCOS,CATARINA,INSTITUTO TECNOLOGICO 'CATARINA',AVENIDA IMEB 5 - 10 ZONA 1,77227369,CESAR AUGUSTO AMBROCIO GUTIERREZ,HERMAN ALEJANDRO BARRIOS MALDONADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO TECNOLOGICO 'CATARINA',AVENIDA IMEB 5 - 10 ZONA 1,77227369,True,1,AVENIDA IMEB 5 - 10,,,,,INSTITUTO TECNOLOGICO 'CATARINA'|AVENIDA IMEB 5 - 10|CATARINA|SAN MARCOS|MATUTINA|DIARIO (REGULAR)|77227369,False,False
12 - 16 - 5374 - 46,12 - 116,SAN MARCOS,CATARINA,COLEGIO CRISTIANO SHEKINA,FINAL DE LA 9A. CALLE ZONA 1,77227704,JOSEFA ALBINA CIFUENTES CARRETO DE MONTIEL,MARTA FLORENCIA MUÑOZ DE RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,COLEGIO CRISTIANO SHEKINA,FINAL DE LA 9A. CALLE ZONA 1,77227704,True,1,FINAL DE LA 9A. CALLE,,,,,COLEGIO CRISTIANO SHEKINA|FINAL DE LA 9A. CALLE|CATARINA|SAN MARCOS|MATUTINA|DIARIO (REGULAR)|77227704,False,False
12 - 17 - 0009 - 46,12 - 080,SAN MARCOS,AYUTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COLONIA LA VERDE,59709365,RAMIRO ARMANDO OCHOA MALDONADO,VÍCTOR GABRIEL RODRÍGUEZ ZAMORA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COLONIA LA VERDE,59709365,True,,COLONIA LA VERDE,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|COLONIA LA VERDE|AYUTLA|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|59709365,False,False
12 - 17 - 0010 - 46,12 - 080,SAN MARCOS,AYUTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA ZANJON SAN LORENZO,31111602,RAMIRO ARMANDO OCHOA MALDONADO,ELDER ADIEL BARRIOS FUENTES,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA ZANJON SAN LORENZO,31111602,True,,ALDEA ZANJON SAN LORENZO,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|ALDEA ZANJON SAN LORENZO|AYUTLA|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|31111602,False,False
12 - 17 - 0013 - 46,12 - 080,SAN MARCOS,AYUTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,3A. CALLE Y 6A. AVENIDA ZONA 1,55562196,RAMIRO ARMANDO OCHOA MALDONADO,DORA THELMA HERRARTE MORÁN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,3A. CALLE Y 6A. AVENIDA ZONA 1,55562196,True,1,3A. CALLE Y 6A. AVENIDA,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|3A. CALLE Y 6A. AVENIDA|AYUTLA|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|55562196,False,False
12 - 17 - 0023 - 46,12 - 080,SAN MARCOS,AYUTLA,LICEO AYUTLECO,"5TA. AVENIDA 01 - 010 ZONA 1, CIUDAD TECUN UMAN",77765958,RAMIRO ARMANDO OCHOA MALDONADO,OSCAR ROMEO GONZÁLES MENDOZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),SAN MARCOS,SanMarcos,LICEO AYUTLECO,"5TA. AVENIDA 01 - 010 ZONA 1, CIUDAD TECUN UMAN",77765958,True,1,"AVENIDA 01, 5TA. - 010 , CIUDAD TECUN UMAN",01,,,,"LICEO AYUTLECO|AVENIDA 01, 5TA. - 010 , CIUDAD TECUN UMAN|AYUTLA|SAN MARCOS|DOBLE|DIARIO (REGULAR)|77765958",False,False
12 - 17 - 0024 - 46,12 - 080,SAN MARCOS,AYUTLA,LICEO AYUTLECO,"5TA. AVENIDA 01 - 010 ZONA 1, CIUDAD TECUN UMAN",77765958,RAMIRO ARMANDO OCHOA MALDONADO,OSCAR ROMEO GONZÁLES MENDOZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,LICEO AYUTLECO,"5TA. AVENIDA 01 - 010 ZONA 1, CIUDAD TECUN UMAN",77765958,True,1,"AVENIDA 01, 5TA. - 010 , CIUDAD TECUN UMAN",01,,,,"LICEO AYUTLECO|AVENIDA 01, 5TA. - 010 , CIUDAD TECUN UMAN|AYUTLA|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|77765958",False,False
12 - 17 - 0031 - 46,12 - 080,SAN MARCOS,AYUTLA,COLEGIO PARTICULAR MIXTO NIHAIB,5A. CALLE ENTRE 5A. Y 6A. AVENIDA ZONA 1,40531150,RAMIRO ARMANDO OCHOA MALDONADO,IRVIN CERVANDO PÉREZ MONZÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,"COLEGIO PARTICULAR MIXTO ""NIHAIB""",5A. CALLE ENTRE 5A. Y 6A. AVENIDA ZONA 1,40531150,True,1,5A. CALLE ENTRE 5A. Y 6A. AVENIDA,,,,,COLEGIO PARTICULAR MIXTO NIHAIB|5A. CALLE ENTRE 5A. Y 6A. AVENIDA|AYUTLA|SAN MARCOS|NOCTURNA|DIARIO (REGULAR)|40531150,False,False
12 - 17 - 0037 - 46,12 - 080,SAN MARCOS,AYUTLA,INSTITUTO PRIVADO MIXTO SAN LORENZO,ALDEA ZANJÓN SAN LORENZO,42244705,RAMIRO ARMANDO OCHOA MALDONADO,CLAUDIA BALBINA RAMOS CHILEL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS,SanMarcos,INSTITUTO PRIVADO MIXTO SAN LORENZO,ALDEA ZANJÓN SAN LORENZO,42244705,True,,ALDEA ZANJON SAN LORENZO,,,,,INSTITUTO PRIVADO MIXTO SAN LORENZO|ALDEA ZANJON SAN LORENZO|AYUTLA|SAN MARCOS|DOBLE|FIN DE SEMANA|42244705,False,False
12 - 17 - 0038 - 46,12 - 080,SAN MARCOS,AYUTLA,INSTITUTO PRIVADO MIXTO SAN LORENZO,ALDEA ZANJÓN SAN LORENZO,42244705,RAMIRO ARMANDO OCHOA MALDONADO,CLAUDIA BALBINA RAMOS CHILEL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO PRIVADO MIXTO SAN LORENZO,ALDEA ZANJÓN SAN LORENZO,42244705,True,,ALDEA ZANJON SAN LORENZO,,,,,INSTITUTO PRIVADO MIXTO SAN LORENZO|ALDEA ZANJON SAN LORENZO|AYUTLA|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|42244705,False,False
12 - 17 - 0041 - 46,12 - 080,SAN MARCOS,AYUTLA,COLEGIO NUESTRA SENORA DE LA ASUNCION,4TA. CALLE 5 - 38 ZONA 2,36937216,RAMIRO ARMANDO OCHOA MALDONADO,TERESA DE JESÚS RODAS MARROQUÍN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,COLEGIO NUESTRA SEÑORA DE LA ASUNCIÓN,4TA. CALLE 5 - 38 ZONA 2,36937216,True,2,"CALLE 5, 4TA. - 38",,5,,,"COLEGIO NUESTRA SENORA DE LA ASUNCION|CALLE 5, 4TA. - 38|AYUTLA|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|36937216",False,False
12 - 17 - 0044 - 46,12 - 080,SAN MARCOS,AYUTLA,COLEGIO NUESTRA SENORA DE LA ASUNCION,4TA. CALLE 5 - 38 ZONA 2,36937216,RAMIRO ARMANDO OCHOA MALDONADO,TERESA DE JESÚS RODAS MARROQUÍN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),SAN MARCOS,SanMarcos,COLEGIO NUESTRA SEÑORA DE LA ASUNCIÓN,4TA. CALLE 5 - 38 ZONA 2,36937216,True,2,"CALLE 5, 4TA. - 38",,5,,,"COLEGIO NUESTRA SENORA DE LA ASUNCION|CALLE 5, 4TA. - 38|AYUTLA|SAN MARCOS|SIN JORNADA|SEMIPRESENCIAL (UN DIA A LA SEMANA)|36937216",False,False
12 - 17 - 0045 - 46,12 - 080,SAN MARCOS,AYUTLA,LICEO CANADIENSE,2A. AV. 3A. CALLE,31155805,RAMIRO ARMANDO OCHOA MALDONADO,LEYDA ORLENDA LÓPEZ ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,LICEO CANADIENSE,2A. AV. 3A. CALLE,31155805,True,,2A. AVENIDA . 3A. CALLE,,,,,LICEO CANADIENSE|2A. AVENIDA . 3A. CALLE|AYUTLA|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|31155805,False,False
12 - 17 - 0047 - 46,12 - 080,SAN MARCOS,AYUTLA,INSTITUTO PRIVADO MIXTO SAN LORENZO,ALDEA SANJÓN SAN LORENZO,77707527,RAMIRO ARMANDO OCHOA MALDONADO,EDGAR OCTAVIO GIRÓN RODAS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),SAN MARCOS,SanMarcos,"INSTITUTO PRIVADO MIXTO ""SAN LORENZO""",ALDEA SANJÓN SAN LORENZO,77707527,True,,ALDEA SANJON SAN LORENZO,,,,,INSTITUTO PRIVADO MIXTO SAN LORENZO|ALDEA SANJON SAN LORENZO|AYUTLA|SAN MARCOS|SIN JORNADA|SEMIPRESENCIAL (UN DIA A LA SEMANA)|77707527,False,False
12 - 17 - 0048 - 46,12 - 080,SAN MARCOS,AYUTLA,LICEO CANADIENSE,"LOTIFICACIÓN AYUTLA, 2A.AVE.",39255282,RAMIRO ARMANDO OCHOA MALDONADO,LEYDA ORLENDA LÓPEZ ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,LICEO CANADIENSE,"LOTIFICACIÓN AYUTLA, 2A.AVE.",39255282,True,,"LOTIFICACION AYUTLA, 2A. AVENIDA .",,,,,"LICEO CANADIENSE|LOTIFICACION AYUTLA, 2A. AVENIDA .|AYUTLA|SAN MARCOS|MATUTINA|DIARIO (REGULAR)|39255282",False,False
12 - 17 - 1150 - 46,12 - 080,SAN MARCOS,AYUTLA,INSTITUTO PARTICULAR MIXTO TECUN UMAN,2A. AVENIDA Y 3A. CALLE ZONA 1 CIUDAD TECUN UMAN,42934029,RAMIRO ARMANDO OCHOA MALDONADO,DULCE MARÍA ARGUETA FRANCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,"INSTITUTO PARTICULAR MIXTO ""TECUN UMAN""",2A. AVENIDA Y 3A. CALLE ZONA 1 CIUDAD TECUN UMAN,42934029,True,1,2A. AVENIDA Y 3A. CALLE CIUDAD TECUN UMAN,,,,,INSTITUTO PARTICULAR MIXTO TECUN UMAN|2A. AVENIDA Y 3A. CALLE CIUDAD TECUN UMAN|AYUTLA|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|42934029,False,False
12 - 17 - 5373 - 46,12 - 080,SAN MARCOS,AYUTLA,COLEGIO PARTICULAR MIXTO NIHAIB,5A. CALLE ENTRE 5A. Y 6A. AVENIDA ZONA 1,40531150,RAMIRO ARMANDO OCHOA MALDONADO,IRVIN CERVANDO PÉREZ MONZÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,COLEGIO PARTICULAR MIXTO NIHAIB,5A. CALLE ENTRE 5A. Y 6A. AVENIDA ZONA 1,40531150,True,1,5A. CALLE ENTRE 5A. Y 6A. AVENIDA,,,,,COLEGIO PARTICULAR MIXTO NIHAIB|5A. CALLE ENTRE 5A. Y 6A. AVENIDA|AYUTLA|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|40531150,False,False
12 - 18 - 0018 - 46,12 - 039,SAN MARCOS,OCOS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,,EVELYN LILIANA FUENTES MORALES,HANNIA ISELA BARRIOS MALDONADO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,,False,,CABECERA MUNICIPAL,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|CABECERA MUNICIPAL|OCOS|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|,False,False
12 - 19 - 0048 - 46,12 - 031,SAN MARCOS,SAN PABLO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,41930402,CÉSAR AUGUSTO FUENTES DEL VALLE,JOSÉ ALFREDO MALDONADO DE LEÓN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,41930402,True,,CABECERA MUNICIPAL,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|CABECERA MUNICIPAL|SAN PABLO|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|41930402,False,False
12 - 19 - 0049 - 46,12 - 031,SAN MARCOS,SAN PABLO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA EL PORVENIR,45210163,CÉSAR AUGUSTO FUENTES DEL VALLE,JUAN OTTONIEL SANTOS RAMOS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA EL PORVENIR,45210163,True,,ALDEA EL PORVENIR,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|ALDEA EL PORVENIR|SAN PABLO|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|45210163,False,False
12 - 19 - 0057 - 46,12 - 031,SAN MARCOS,SAN PABLO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CASERIO NUEVO SAN CARLOS,42748184,CÉSAR AUGUSTO FUENTES DEL VALLE,MARIO ENRIQUE SOLANO DELL,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CASERIO NUEVO SAN CARLOS,42748184,True,,CASERIO NUEVO SAN CARLOS,,,,,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|CASERIO NUEVO SAN CARLOS|SAN PABLO|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|42748184,False,False
12 - 19 - 0084 - 46,12 - 031,SAN MARCOS,SAN PABLO,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA,CABECERA MUNICIPAL,31804317,CÉSAR AUGUSTO FUENTES DEL VALLE,GREGORIO FRIDOLINO CASTRO HERNÁNDEZ,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),SAN MARCOS,SanMarcos,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,CABECERA MUNICIPAL,31804317,True,,CABECERA MUNICIPAL,,,,,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA|CABECERA MUNICIPAL|SAN PABLO|SAN MARCOS|VESPERTINA|DIARIO (REGULAR)|31804317,False,False
12 - 19 - 0101 - 46,12 - 031,SAN MARCOS,SAN PABLO,COLEGIO MIXTO LICEO ORIZABA,LOTE NO. 4 COLONIA BENDICION DE DIOS,48885266,CÉSAR AUGUSTO FUENTES DEL VALLE,CINDY NOHEMÍ LÓPEZ CHILEL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),SAN MARCOS,SanMarcos,COLEGIO MIXTO LICEO ORIZABA,LOTE NO. 4 COLONIA BENDICION DE DIOS,48885266,True,,"COLONIA BENDICION DE DIOS, LOTE NUMERO . 4",,,,,"COLEGIO MIXTO LICEO ORIZABA|COLONIA BENDICION DE DIOS, LOTE NUMERO . 4|SAN PABLO|SAN MARCOS|SIN JORNADA|SEMIPRESENCIAL (UN DIA A LA SEMANA)|48885266",False,False
